state_rate_area,plan_id,state,metal_level,rate,rate_area
FL 46,59313IN6478701,FL,Gold,411.3,46
IN 4,57181FH9369988,IN,Silver,282.93,4
SC 12,62298PZ8374783,SC,Gold,332.97,12
PA 7,19208ZP5657467,PA,Platinum,416.25,7
AZ 7,64029MQ1736505,AZ,Silver,356.19,7
NC 13,57057QY6795544,NC,Gold,377.66,13
TX 22,27940VH7633036,TX,Silver,318.45,22
VA 12,28943LW9163439,VA,Gold,426.53,12
FL 6,12422HF6948607,FL,Silver,314.6,6
GA 13,49088AH7840078,GA,Bronze,320.45,13
TX 11,83176WU8611746,TX,Silver,244.43,11
FL 54,13275PY6050267,FL,Platinum,519.12,54
NC 3,62457OV2402053,NC,Bronze,286.78,3
NV 4,38385CE5941735,NV,Bronze,336.87,4
LA 3,94823FM1717199,LA,Gold,349.21,3
SD 4,07160FW1547785,SD,Silver,302.89,4
PA 2,54920WY8359381,PA,Bronze,192.47,2
TX 6,53125DN9258410,TX,Gold,338.22,6
MI 10,78700UC6876275,MI,Silver,341.91,10
IN 1,27273HH0339588,IN,Bronze,272.66,1
GA 1,53526SM0575981,GA,Silver,437.73,1
SC 26,54053NJ6911907,SC,Gold,330.62,26
AR 2,77623SM1138356,AR,Bronze,220.52,2
TX 2,32108NU1248854,TX,Gold,395.84,2
ND 4,00949WR7809787,ND,Catastrophic,210.82,4
TN 2,71587TD1200778,TN,Silver,308.99,2
IL 1,27326TI4972509,IL,Gold,449.36,1
MI 2,59177ET9622250,MI,Silver,280.08,2
FL 16,55409EM6822572,FL,Bronze,298.03,16
FL 64,75108EB0902611,FL,Gold,341.75,64
OR 7,82202DH8781703,OR,Bronze,234,7
GA 2,66310CS6180716,GA,Gold,296.58,2
AZ 5,29776CS1959853,AZ,Silver,317.23,5
SC 25,79177JC2543452,SC,Gold,319.41,25
SD 1,06014DP5039430,SD,Silver,276.76,1
MT 2,71554YM5092733,MT,Bronze,202.26,2
LA 2,23169CG0485222,LA,Gold,431.48,2
SC 22,12797BM5291730,SC,Silver,266.92,22
GA 11,25127HH0372755,GA,Bronze,242.6,11
SC 41,42528GP3066182,SC,Bronze,414.99,41
FL 52,60142JQ1476536,FL,Silver,350.39,52
FL 30,96690RT0124428,FL,Gold,379.73,30
IL 8,79945VG3643610,IL,Gold,332.21,8
SC 12,69744SS6866253,SC,Silver,303.86,12
MI 7,89766QG9402400,MI,Silver,339.77,7
SC 12,08629VO1195615,SC,Bronze,277.42,12
OH 11,13642TT2191217,OH,Bronze,217.72,11
FL 63,63204QA6520028,FL,Silver,214.32,63
OH 9,42800GI1551875,OH,Silver,354.56,9
FL 56,57715VU4026745,FL,Platinum,486.19,56
FL 60,45069VY4144436,FL,Platinum,446.05,60
OH 3,71681OD3005275,OH,Bronze,223.48,3
TX 3,07784RO5723585,TX,Silver,307.56,3
SC 8,54799JC1125428,SC,Silver,275.81,8
MI 16,99791AG9357177,MI,Gold,487.8,16
MI 15,54249DC2084734,MI,Gold,382.24,15
NC 10,43231OU5291509,NC,Bronze,280.37,10
VA 1,42311BE5063345,VA,Gold,363.76,1
SC 26,64340IR6803207,SC,Bronze,200.99,26
GA 14,49631LK5578063,GA,Platinum,366.56,14
FL 8,54722XY2425105,FL,Bronze,273.27,8
FL 30,14305WK2168227,FL,Gold,417.26,30
GA 2,46279QD8890965,GA,Silver,289.27,2
PA 5,53471HX0829008,PA,Gold,218.56,5
WI 11,30957OY0107734,WI,Catastrophic,196.17,11
IL 5,47038PD1423416,IL,Bronze,233.02,5
IA 6,54996BH7999653,IA,Silver,228.14,6
TX 3,28594PQ8834508,TX,Silver,292.19,3
IA 5,81109NG1060090,IA,Gold,274.26,5
UT 5,31876BU2443610,UT,Bronze,197.48,5
OH 2,11474OJ6326926,OH,Gold,343.44,2
SC 7,96165IF5975182,SC,Gold,326.34,7
IN 8,54502SB7763628,IN,Bronze,305.76,8
WI 1,66145TB5886698,WI,Silver,404.33,1
FL 9,40304HQ8221818,FL,Platinum,470.82,9
SC 35,67883HW5676499,SC,Bronze,226.29,35
FL 53,82643BR3025377,FL,Silver,360.39,53
TX 10,60553GD8554682,TX,Catastrophic,236.38,10
AZ 6,64167QE2948403,AZ,Silver,209.41,6
OK 4,82737AL2275298,OK,Bronze,155.68,4
MI 6,11205FB8642176,MI,Gold,309.23,6
AZ 5,68331MK8350512,AZ,Gold,311.74,5
NM 2,55023HW7688209,NM,Silver,237.45,2
FL 51,42267SQ7321891,FL,Silver,318.83,51
AZ 4,01834FL2737368,AZ,Silver,236,4
FL 40,42967SV6839766,FL,Silver,334.19,40
MI 12,27412UL5987225,MI,Bronze,206.24,12
TN 4,46003DT2495012,TN,Bronze,232.21,4
WI 11,57193EX3164671,WI,Bronze,264.19,11
AK 1,22090XL2330285,AK,Gold,714,1
FL 28,88263GC5339631,FL,Gold,419.78,28
MI 2,25787QA5721162,MI,Silver,312.79,2
FL 64,47069BH6532455,FL,Bronze,319.96,64
FL 1,38099KZ2231435,FL,Gold,398.38,1
SC 35,92379QC4601447,SC,Silver,313.44,35
IN 6,37857KE1857093,IN,Gold,384.38,6
IN 11,04242OI8143874,IN,Bronze,309.84,11
SC 20,02379IC8723263,SC,Silver,292.95,20
FL 39,41193NC7346905,FL,Silver,329.92,39
TX 26,22555MQ7796897,TX,Gold,333.44,26
MO 6,56554RR3608670,MO,Bronze,251.55,6
SC 8,96449YC4915414,SC,Silver,297.22,8
MO 6,01217QF6205398,MO,Silver,297.44,6
NV 1,72464HI9249687,NV,Gold,292.4479932,1
OH 14,31637QH3446530,OH,Bronze,245.34,14
FL 55,61834QA1465733,FL,Gold,476.49,55
MI 11,30187BI5425952,MI,Gold,374.02,11
FL 27,01204QR6036093,FL,Catastrophic,193.36,27
IL 1,68931LJ8471619,IL,Gold,244.79,1
TX 26,90941CC1514094,TX,Bronze,237.45,26
OR 3,97018JS0782769,OR,Bronze,232.52,3
PA 6,40419GK8182289,PA,Silver,241.75,6
MI 6,38602GS3146906,MI,Gold,356.32,6
OH 15,41183CN7738905,OH,Gold,338.46,15
TX 9,79751BR9101849,TX,Gold,303.86,9
FL 56,44734FM1735445,FL,Bronze,282,56
OH 8,96587DS7893444,OH,Gold,388.83,8
IN 17,64567YH4437606,IN,Gold,466.6,17
FL 52,59581UT9530532,FL,Bronze,348.41,52
FL 55,61599IB0424088,FL,Bronze,215.27,55
GA 10,08041WJ1861387,GA,Bronze,214.14,10
SC 1,11283JW0916876,SC,Silver,291.39,1
IL 12,10815TB3825395,IL,Gold,452.2,12
WI 16,86776HY0720693,WI,Silver,310.07,16
OR 6,74089EH1566651,OR,Bronze,241,6
IL 8,06910SZ1118970,IL,Silver,371.03,8
IA 7,53599YB2876663,IA,Gold,344.78,7
FL 45,55850XM8513942,FL,Platinum,550.69,45
SC 12,43454ER8788727,SC,Silver,324.84,12
IN 8,47509TB1953268,IN,Platinum,631.52,8
WY 3,93410IR6588834,WY,Silver,435.7,3
SC 40,41031CT5565431,SC,Bronze,269.34,40
MI 2,89560IQ1325092,MI,Silver,283.39,2
SC 46,81523BI7022302,SC,Bronze,269.2,46
SC 26,13125YY9209162,SC,Catastrophic,225.08,26
FL 30,58980NF1752764,FL,Bronze,264.94,30
UT 3,80154GE1018830,UT,Gold,306.31,3
TX 26,78056DF5593052,TX,Bronze,248.27,26
ND 4,92137XN3042207,ND,Gold,360.92,4
NE 2,06191CC0400584,NE,Bronze,273.32,2
TX 24,77989CN3142271,TX,Bronze,248.44,24
FL 3,80698JJ4437784,FL,Platinum,358.97,3
WY 3,67823PO8349978,WY,Silver,456.65,3
UT 1,79564PL9604902,UT,Bronze,210.78,1
UT 4,06405SQ3313758,UT,Gold,310.54,4
OH 11,63359HF6982376,OH,Catastrophic,166.37,11
MI 2,88048PR6769572,MI,Gold,433.92,2
OH 3,96484RH9469577,OH,Silver,477.57,3
FL 46,16177SN2875948,FL,Silver,297.51,46
WI 15,15874UY6782205,WI,Bronze,354.76,15
IN 6,93988HU9701039,IN,Bronze,248.41,6
SC 14,91586WQ1022747,SC,Silver,290.69,14
TX 17,26324VK2748652,TX,Bronze,208.78,17
OH 7,45185SG5601325,OH,Gold,386.39,7
FL 46,54960GO0638193,FL,Silver,328.84,46
AZ 1,21381XR4846323,AZ,Silver,271.39,1
AZ 4,05597ZU4023046,AZ,Catastrophic,161.53,4
GA 3,17031IT1316951,GA,Bronze,228.12,3
SC 42,77275PC0025638,SC,Silver,278.56,42
GA 15,99949LP9492813,GA,Bronze,288.54,15
OR 5,50962FU7946784,OR,Gold,350,5
WI 14,13823YY1571687,WI,Gold,356.15,14
FL 50,06194DW2521177,FL,Gold,394.67,50
SC 21,71027FO6103962,SC,Bronze,259.37,21
OH 9,11275AG6906337,OH,Bronze,235.9,9
PA 1,39631EW0847707,PA,Silver,200.58,1
TX 7,97190ZL0905602,TX,Gold,299.71,7
TN 3,51484ST0219593,TN,Silver,313.17,3
OH 12,24414FS6101560,OH,Gold,332.3,12
IL 6,59315VW4454810,IL,Catastrophic,149.88,6
IL 12,35379KG8180495,IL,Bronze,199.95,12
FL 63,92754ST1658480,FL,Bronze,176.82,63
FL 1,14461PW6667129,FL,Platinum,435.12,1
TN 3,27588XQ2334080,TN,Silver,247.23,3
NC 5,59472QN6307867,NC,Bronze,317.75,5
WI 7,33498EQ9146886,WI,Catastrophic,181.15,7
SC 44,08070BC5374015,SC,Silver,462.98,44
WI 15,11821PU7247920,WI,Silver,327.78,15
MT 3,44952ZL9094079,MT,Silver,267,3
SC 7,57705UB5762671,SC,Silver,229.42,7
AZ 5,13674OI7492649,AZ,Gold,298.43,5
WI 9,41183RF8320262,WI,Bronze,304.88,9
FL 11,45239UW5759285,FL,Platinum,393.13,11
SC 20,74565ES8517858,SC,Silver,290.15,20
AZ 6,97064IW1110817,AZ,Silver,194.72,6
GA 4,14748FP1108508,GA,Bronze,226,4
FL 15,49390KS0892692,FL,Silver,263.86,15
FL 26,42138WL2020613,FL,Silver,287.64,26
TN 3,50422VQ2927262,TN,Silver,274.7,3
KS 1,60108AG4145772,KS,Bronze,245.18,1
SC 42,65536NK5388939,SC,Gold,325.84,42
WI 2,94846VN4421371,WI,Silver,314.56,2
VA 7,90271TN5454085,VA,Gold,321.41,7
FL 34,27981JC6251382,FL,Platinum,442.93,34
FL 53,13423RZ6809989,FL,Silver,447.38,53
IL 1,95026HZ9695911,IL,Silver,207.04,1
UT 1,65566LV4456568,UT,Bronze,179.3,1
SC 27,66117KS6803541,SC,Silver,257.02,27
FL 58,11750TR3038728,FL,Platinum,459.41,58
SC 9,25701TJ4961497,SC,Silver,271.81,9
IL 3,91142IC6054915,IL,Silver,308.63,3
PA 6,57810NM7454438,PA,Gold,248.7,6
PA 5,66032YH9386131,PA,Silver,295.75,5
SC 12,31476WR3560358,SC,Bronze,265.11,12
FL 40,50312UK5785052,FL,Platinum,445.16,40
FL 46,28509CX5584292,FL,Bronze,273.5,46
OR 3,06052YP3087695,OR,Bronze,179,3
OH 4,25815WB9444770,OH,Catastrophic,182.81,4
IN 3,79601YB4508860,IN,Bronze,232.1,3
MI 3,36895VH5087865,MI,Bronze,235.08,3
SC 35,54283PZ6726528,SC,Catastrophic,195.34,35
IN 7,71279UR8787005,IN,Silver,329.61,7
FL 51,33836HL5046772,FL,Bronze,250.36,51
IN 10,40017UZ0923014,IN,Bronze,298.26,10
OK 3,88075IE0593249,OK,Gold,378.14,3
KS 3,10395PA3949671,KS,Silver,195.66,3
MI 13,98525ED9150464,MI,Silver,290.14,13
OR 4,09983BV3977180,OR,Silver,268,4
SC 22,89593VJ4732323,SC,Silver,475.96,22
SC 18,06019JA0717895,SC,Bronze,399.62,18
FL 2,87142QT1378928,FL,Platinum,427.72,2
NE 3,62036JJ4049243,NE,Bronze,338.64,3
TX 22,09523CQ8000775,TX,Bronze,258.8,22
KS 1,44121SZ9499575,KS,Bronze,185.07,1
AR 3,90122JD4790390,AR,Catastrophic,139.91,3
IN 10,49555BQ1749449,IN,Silver,398.2,10
FL 40,39770ZR2760465,FL,Silver,350.3,40
IN 1,00833CK4370754,IN,Bronze,244.5,1
IA 1,94313WQ8579602,IA,Silver,322.34,1
KS 6,06681QF9151145,KS,Silver,245.15,6
FL 9,86794QB5362102,FL,Bronze,253.36,9
TN 3,65813UF3489327,TN,Silver,251.81,3
SC 27,53422NR3443946,SC,Silver,241.95,27
TX 14,57628GH3571026,TX,Silver,489.38,14
MI 8,17432ZX3182133,MI,Silver,267.67,8
PA 7,42555EO1261292,PA,Gold,344.25,7
TX 10,66816GR2664792,TX,Silver,244.01,10
MS 1,51619PN3319165,MS,Bronze,243.42,1
SC 40,99776SR4941330,SC,Bronze,271.18,40
TX 7,91813MG8628723,TX,Catastrophic,195.16,7
WI 1,15554WN8430961,WI,Gold,458.81,1
OH 1,31093NY4298955,OH,Silver,248.54,1
FL 10,19640BB7032229,FL,Bronze,267.07,10
FL 50,50093UB7432713,FL,Gold,386.1,50
OH 15,64542EP7927603,OH,Bronze,216.24,15
FL 34,64325QW8410114,FL,Silver,304.41,34
TX 18,26882KE5242155,TX,Bronze,231.91,18
VA 8,73294MT7331668,VA,Gold,350.69,8
AL 9,72744RG7668740,AL,Bronze,225.41,9
SC 19,67144CH2757930,SC,Gold,492.32,19
SC 34,98520VL8427712,SC,Gold,366.01,34
MO 10,53556FK7439599,MO,Silver,402.11,10
SC 2,44487OO0490736,SC,Silver,301.93,2
OR 4,77510SS7203939,OR,Bronze,227,4
FL 24,75765UW6733842,FL,Silver,333.49,24
AL 9,70825XW5478543,AL,Platinum,435.16,9
SC 28,12994HK5458461,SC,Silver,325.64,28
SC 41,15515WP1065176,SC,Silver,292.8,41
FL 20,76562FK0758879,FL,Bronze,279.47,20
FL 29,02811KE3560849,FL,Bronze,286.82,29
SC 5,72030OW9164057,SC,Silver,242.05,5
PA 4,54870SX1745479,PA,Silver,174.94,4
SC 34,82126HO9120061,SC,Bronze,268.77,34
OH 4,49008FR1598247,OH,Silver,343.93,4
SC 11,96818IG2364746,SC,Catastrophic,230.03,11
SC 25,87442TD6608270,SC,Bronze,233.8,25
MI 5,76961KJ4363309,MI,Platinum,337.64,5
FL 6,45518XN6069982,FL,Silver,306.43,6
TX 1,45481XX9728961,TX,Bronze,201.73,1
OH 4,13701UH0880704,OH,Bronze,198.05,4
FL 62,65201IP1245577,FL,Silver,365.42,62
LA 3,33235HI8013468,LA,Gold,392.33,3
AZ 2,88208XT1649537,AZ,Bronze,414.34,2
IL 5,40712CM8013819,IL,Bronze,255.05,5
LA 4,83097VN9167449,LA,Silver,376.16,4
AZ 1,29644HR8495843,AZ,Bronze,206.45,1
MT 3,98739GE9850209,MT,Bronze,219.15,3
WI 15,28890VK1570617,WI,Platinum,697.54,15
VA 12,06133XZ2680320,VA,Silver,318.07,12
WI 8,17246XL0001294,WI,Silver,315.28,8
IN 9,19525NE0497752,IN,Bronze,277.38,9
OH 15,73052FE6896828,OH,Gold,415.99,15
NH 1,27403JU6264130,NH,Bronze,190.33,1
OR 5,70765EY9413676,OR,Silver,285,5
MI 3,47063EW7928410,MI,Bronze,285.94,3
OR 3,09621LT7669087,OR,Bronze,187,3
SC 43,01641VX3322571,SC,Bronze,278.84,43
TN 5,20974KT2272700,TN,Silver,284.4,5
TX 3,41237BN5737411,TX,Silver,275.52,3
KS 3,94298RZ4963176,KS,Gold,276.58,3
OR 3,08287NN3683257,OR,Gold,331.26,3
FL 49,65146SM8500321,FL,Platinum,437.08,49
FL 6,05312XK6850151,FL,Gold,448.14,6
SC 10,22642TX4499394,SC,Bronze,247.68,10
GA 3,20068LL2604660,GA,Bronze,297.21,3
NC 6,52685HN8953336,NC,Silver,427.18,6
IL 1,56317RP1677330,IL,Gold,302.33,1
FL 46,31770VK2091043,FL,Platinum,432.99,46
OH 5,36761HV9718399,OH,Silver,322.85,5
IN 15,42486VR2091187,IN,Silver,289.16,15
IL 7,37090DC9015075,IL,Silver,545.27,7
OH 2,83998KN6763233,OH,Silver,301.92,2
SC 7,00740US0751391,SC,Bronze,244.13,7
AK 2,54381CN9082654,AK,Silver,568,2
SC 13,17778GE4132645,SC,Silver,298.15,13
AZ 4,78638FJ4766914,AZ,Silver,276.5,4
WV 1,50906MS9403889,WV,Gold,382.66,1
SD 3,87959QX2455596,SD,Gold,376.93,3
NE 3,96499OV4833998,NE,Bronze,271.56,3
AL 3,07106KB7730919,AL,Bronze,219.92,3
GA 10,76177CO0061195,GA,Silver,264.58,10
PA 5,32776JV7516865,PA,Silver,186.53,5
SC 39,76284SC7571053,SC,Silver,294.87,39
TX 19,90530VT5424444,TX,Bronze,203.58,19
SC 12,28325JW3532732,SC,Bronze,264.07,12
AZ 7,96924IO8174220,AZ,Gold,399.77,7
FL 43,59797DT9806944,FL,Bronze,225.53,43
WI 9,72583LC4230808,WI,Platinum,713.47,9
IN 15,21028SI4886516,IN,Gold,381.74,15
NM 4,70333TJ9275216,NM,Bronze,220.42,4
LA 1,08666RV5711926,LA,Silver,305.72,1
TX 14,88055GE0099426,TX,Silver,256.5,14
WI 16,75677WW2506248,WI,Silver,355.48,16
AZ 6,08336OO0905277,AZ,Gold,374.4,6
SC 22,21807PG6944927,SC,Bronze,261.82,22
WI 15,33926CL0585513,WI,Silver,255.26,15
MT 4,87868SK6261312,MT,Bronze,200,4
FL 37,68236TR0451646,FL,Silver,362.19,37
IL 11,17860KL4125467,IL,Bronze,217.65,11
IN 6,49619HZ1047461,IN,Gold,393.89,6
NM 3,64887WF5112825,NM,Silver,262.9,3
WY 2,29216PG7025604,WY,Bronze,354.18,2
AZ 7,60026TS7728882,AZ,Silver,294.8,7
TX 26,60530HD3316417,TX,Gold,355.79,26
OR 1,08228PT3896413,OR,Silver,281,1
MT 4,02276KL7372744,MT,Bronze,219,4
GA 1,46549YV4549378,GA,Bronze,356.34,1
VA 7,00338RO3124086,VA,Bronze,213.78,7
WI 7,67035CG7140074,WI,Gold,367.06,7
WI 11,20630YA1296827,WI,Bronze,232.58,11
WI 16,79179KC2071505,WI,Bronze,298.82,16
FL 1,11344MA4183863,FL,Bronze,237.07,1
AZ 7,34627QB2414405,AZ,Silver,234.32,7
FL 6,55014PL5576119,FL,Gold,344.56,6
IN 15,96537CJ8015319,IN,Silver,273.37,15
SC 36,12403TT1904935,SC,Gold,338.75,36
FL 52,79511EG0247933,FL,Silver,311.95,52
SC 27,02630UL2802870,SC,Silver,267.64,27
IN 12,75297SK2530033,IN,Silver,370.64,12
IA 7,92020HF8660224,IA,Silver,366,7
AZ 1,10480DC9457324,AZ,Gold,337.31,1
TN 6,33173HN7143058,TN,Gold,330.73,6
SC 30,77123TW3086497,SC,Catastrophic,230.35,30
AZ 1,70715UC7930258,AZ,Bronze,257.02,1
OK 1,63305CL4570192,OK,Catastrophic,171.28,1
SC 46,80180EY9643711,SC,Silver,310.64,46
MI 15,60329JX0895721,MI,Bronze,255.8,15
TX 3,85574VC5253968,TX,Gold,331.41,3
OH 6,35273WT3385546,OH,Silver,351.33,6
OH 13,22995UT7952999,OH,Bronze,256.37,13
PA 6,50021GK0554206,PA,Silver,279.62,6
MI 3,12058LO2034831,MI,Gold,299.59,3
SC 4,76351AK1904319,SC,Bronze,286.77,4
MI 2,41989YI8769522,MI,Catastrophic,162.89,2
PA 6,25950AQ5509132,PA,Bronze,170.47,6
GA 6,64749BM2933507,GA,Silver,373.49,6
FL 45,73547QM7040169,FL,Platinum,467.41,45
OH 7,65443WP7899606,OH,Bronze,251.15,7
SC 46,18415CP7276465,SC,Silver,303.92,46
IL 4,48331UO9747023,IL,Gold,374.71,4
FL 56,91925CZ3070684,FL,Bronze,278.99,56
OH 9,74470IC8455984,OH,Silver,370.3,9
SC 41,73926EL8843008,SC,Silver,451.38,41
MS 2,54852VC6152655,MS,Silver,307.85,2
FL 52,26430RN5105260,FL,Silver,268.49,52
PA 7,99052VC4561919,PA,Bronze,226.26,7
NC 1,02334TK8138339,NC,Silver,348.38,1
FL 60,56926YU5468651,FL,Gold,391.28,60
NV 4,05552QF5357762,NV,Bronze,207.5535533,4
IN 16,03105PR5023170,IN,Bronze,158.64,16
MI 10,71758YG2210699,MI,Silver,375.72,10
IN 3,55185BB2389286,IN,Silver,357.78,3
SC 44,86360FQ9459117,SC,Bronze,388.71,44
VA 6,84928NY0556145,VA,Bronze,240.71,6
OH 12,97229NY8622984,OH,Platinum,449.59,12
IL 3,81380FY2555498,IL,Bronze,238.99,3
MI 1,44673UT5639032,MI,Silver,356.23,1
GA 6,87500DC9394558,GA,Silver,362.92,6
SC 4,47767BR0341528,SC,Gold,390.53,4
NC 13,05750DP5511320,NC,Bronze,232.91,13
GA 3,42241WL4841537,GA,Bronze,259.75,3
IN 5,51216EA1307184,IN,Bronze,304.35,5
FL 4,07972ML1721224,FL,Bronze,276.25,4
WI 12,51951XL2824976,WI,Gold,396.32,12
SC 22,48878KU1593551,SC,Gold,306.69,22
SC 14,16900UL7505282,SC,Silver,503.56,14
MI 3,23478TI6742014,MI,Silver,335.52,3
FL 6,58213DK2537215,FL,Silver,387.13,6
SC 3,21027EW3239560,SC,Silver,287.47,3
FL 2,32274VN5634990,FL,Bronze,246.05,2
WI 11,18409NE2806277,WI,Bronze,333.74,11
WI 1,03453XM0457658,WI,Silver,364.94,1
MI 9,75390DF7957468,MI,Silver,287.79,9
OK 5,61708WS8440509,OK,Bronze,211.76,5
FL 13,18065SC4844586,FL,Platinum,487.55,13
FL 3,45427UW6909713,FL,Platinum,429.27,3
OK 5,55588WA1859210,OK,Bronze,212.69,5
PA 5,06363XO5075277,PA,Gold,283.43,5
OH 15,89903PP8941253,OH,Gold,350.16,15
SC 32,06975CK1536754,SC,Silver,306.06,32
TX 12,82562UW4523122,TX,Silver,222.09,12
GA 5,00548IO7915718,GA,Gold,486.08,5
TX 14,34545EO2387524,TX,Bronze,417.7,14
AZ 6,38193BB5623190,AZ,Silver,283.19,6
WI 1,36153QN2319944,WI,Silver,360.24,1
MO 10,45095ZS3416990,MO,Gold,499.43,10
AZ 1,23504QB6766502,AZ,Bronze,338.06,1
SC 39,88596RF5408837,SC,Silver,313.01,39
MO 5,29809GX8638135,MO,Bronze,291.9,5
FL 6,25149BO2285375,FL,Bronze,252.7,6
PA 7,70367WT9087547,PA,Platinum,472.12,7
TN 6,14832QC2722160,TN,Silver,253.38,6
LA 4,31751GO0661831,LA,Silver,349.05,4
OH 14,59300YX1362617,OH,Gold,314.97,14
WI 6,35067NZ6434468,WI,Silver,370.02,6
SC 18,85999GT4838120,SC,Silver,288.4,18
MO 3,26631YR3384683,MO,Silver,351.6,3
ND 1,59007IX8633803,ND,Gold,374.16,1
NV 3,80401ZV9588292,NV,Gold,417.77,3
OH 4,04238JM3989929,OH,Silver,242.31,4
MI 6,00109NR7714034,MI,Silver,355.36,6
WI 15,17977GI4809831,WI,Silver,381.62,15
PA 5,97604LT2351771,PA,Platinum,355.28,5
MI 6,32809MM1343008,MI,Silver,286.94,6
SD 3,19191YM5125687,SD,Silver,276.04,3
KS 7,89710SA4079725,KS,Silver,218.15,7
SC 1,73287HR9766454,SC,Silver,459.22,1
GA 8,98627QM8263442,GA,Gold,329.63,8
SC 26,27187OA3347820,SC,Silver,285.92,26
WI 11,25645SS4215874,WI,Silver,313.13,11
WI 10,37539PP2699531,WI,Silver,308.56,10
MI 9,05219IC9821135,MI,Gold,371.35,9
OH 14,51495MP2176086,OH,Bronze,260.49,14
WY 3,25170DU1565052,WY,Silver,455.6,3
VA 6,55878KX2604616,VA,Bronze,235.68,6
FL 2,76117HY8142119,FL,Platinum,371.69,2
AZ 6,34834PL2279930,AZ,Gold,229.55,6
IN 8,71683SZ7693013,IN,Bronze,259.93,8
MO 5,39888NL1508873,MO,Bronze,239,5
FL 60,78393WA2808157,FL,Gold,375.96,60
SC 35,09806FG7670811,SC,Bronze,272.21,35
SC 9,72282NI1551239,SC,Bronze,250.67,9
NM 4,78702HC1129563,NM,Bronze,182.31,4
LA 2,02587QY2733581,LA,Bronze,240.38,2
FL 30,78129SQ0695820,FL,Gold,445.67,30
AZ 7,33010KK7297153,AZ,Bronze,188.96,7
SC 28,98693KU3269143,SC,Catastrophic,242.62,28
OK 4,09815SN4905589,OK,Silver,290.04,4
FL 2,56604JU0557236,FL,Catastrophic,180.92,2
NC 8,43656PG9735206,NC,Silver,346.59,8
OH 11,18486WN4428487,OH,Bronze,230.97,11
FL 41,58943EH7348766,FL,Bronze,300.78,41
MI 3,60221OM1814860,MI,Bronze,201.83,3
AZ 2,25585RA6992883,AZ,Gold,413.78,2
IN 17,37998RW9309854,IN,Bronze,284.82,17
WV 4,46080NC0756491,WV,Silver,324.23,4
TX 4,72675MV1311063,TX,Silver,241.72,4
AZ 4,94446XJ9746674,AZ,Silver,250.52,4
AR 1,56661OC9364476,AR,Silver,323.68,1
SD 1,44869IS0909683,SD,Catastrophic,221.42,1
FL 58,90400LH5661228,FL,Silver,290.87,58
MI 8,07959FB8075471,MI,Gold,363.86,8
AZ 7,58996UN0636145,AZ,Silver,307.66,7
IN 2,95246WE0314996,IN,Silver,355.84,2
MI 14,60970LG1679598,MI,Bronze,251.24,14
UT 5,54504ST9044944,UT,Gold,300.05,5
TX 20,30432WC8651560,TX,Gold,461.97,20
MI 5,98239LB9757887,MI,Gold,352.51,5
MO 5,30675IS8399342,MO,Silver,363.35,5
IN 6,98417CG8328029,IN,Bronze,291.42,6
FL 29,45304EY8745274,FL,Catastrophic,263.29,29
FL 56,84938QF0837060,FL,Platinum,370.2,56
SC 19,90590DR3502258,SC,Gold,360.43,19
OR 6,42034SV6346480,OR,Gold,329.39,6
WI 11,96867HW3339987,WI,Bronze,254,11
MI 12,65357XG1798914,MI,Silver,281.76,12
FL 7,24080ES8931311,FL,Bronze,273.5,7
FL 60,14397HW0230901,FL,Silver,346.37,60
IN 1,59944JR4751565,IN,Silver,312.73,1
FL 25,18526XA4318962,FL,Gold,446.64,25
FL 50,32555WJ0189187,FL,Bronze,246.71,50
MI 9,41857ON7420194,MI,Catastrophic,178.54,9
FL 67,16899RN7022538,FL,Silver,281.42,67
SC 8,10700XC1184282,SC,Silver,243.26,8
FL 43,07065BD8148398,FL,Gold,333.5,43
IN 6,31021BU1185381,IN,Bronze,265.45,6
ME 1,47636VC1024360,ME,Silver,292.39,1
SC 44,81795HG1662843,SC,Silver,280.46,44
OH 9,50418TX7153055,OH,Bronze,274.12,9
PA 5,38553CA4811031,PA,Gold,292.5,5
AZ 3,03674YM7519790,AZ,Bronze,251.23,3
LA 6,48494NB0753582,LA,Silver,377.73,6
LA 1,76997OR0042587,LA,Gold,445.56,1
AZ 6,24602JL4008745,AZ,Catastrophic,132.69,6
FL 16,93020FN2458366,FL,Silver,269.74,16
OR 6,94689RK8027924,OR,Silver,282,6
IA 7,98633KL2677636,IA,Silver,376.3,7
FL 17,01640SR7070805,FL,Catastrophic,249.51,17
GA 8,20060JY5355405,GA,Gold,356,8
PA 9,89878KT7140321,PA,Silver,342.82,9
WI 8,07315WS0063006,WI,Bronze,334.3,8
OH 15,44779LG6901995,OH,Silver,303.77,15
GA 1,35359OJ6965171,GA,Silver,424.54,1
FL 16,84641UX8240982,FL,Bronze,283.12,16
MS 3,05981LR6874788,MS,Silver,303.02,3
SC 37,54485LG6028249,SC,Silver,288.39,37
GA 10,53419EM0959844,GA,Gold,383,10
FL 36,06162JN7424689,FL,Bronze,273.5,36
KS 4,42527FR3313711,KS,Silver,279.18,4
SC 19,34236KI1771090,SC,Silver,318.33,19
NE 3,67922TK2557998,NE,Bronze,230.37,3
SC 35,11997XO8309183,SC,Bronze,276.64,35
MI 2,37979HC7928265,MI,Silver,263.27,2
WY 3,22390NM5238904,WY,Bronze,411.3,3
